266	536541 (anl)	10311-001: 311  Kvarnforsplan 1-3  (Byggnad )
266	637999 (anl)	10311-001: 311  Kvarnforsplan 1-3  (Byggnad )
267	536542 (anl)	10311-002: 311  Kvarnforsplan 5-7  (Byggnad )
267	536542 (anl)	10311-002: 311  Kvarnforsplan 5-7  (Byggnad )
268	628764 (anl)	10311-002: 311  Kvarnforsplan 5-7  (Byggnad )
269	536545 (anl)	10311-003: 311  Sveaborgsgatan 3-5  (Byggnad )
270	637923 (anl)	10312-001: 312  Stinsens v−g 2  (Byggnad )
270	624006 (anl)	10312-001: 312  Stinsens v−g 2  (Byggnad )
271	624006 (anl)	10312-001: 312  Stinsens v−g 2  (Byggnad )
272	624003 (anl)	10312-002: 312  Stinsens v−g 4 A-F  (Byggnad )
272	624003 (anl)	10312-002: 312  Stinsens v−g 4 A-F  (Byggnad )
273	536534 (anl)	10313-001: 313  H−sthovsgatan 1 A-C  (Byggnad )
274	536532 (anl)	10313-002: 313  H−sthovsgatan 3 A-C  (Byggnad )
275	536531 (anl)	10313-003: 313  H−sthovsgatan 5 A-C  (Byggnad )
275	536531 (anl)	10313-003: 313  H−sthovsgatan 5 A-C  (Byggnad )
276	536530 (anl)	10313-003: 313  H−sthovsgatan 5 A-C  (Byggnad )
277	536538 (anl)	10314-002: 314  –rtgatan 5 A-H  (Byggnad )
278	536526 (anl)	10315-003: 315  H−sthovsgatan 11  (Byggnad )
279	536529 (anl)	10315-001: 315  H−sthovsgatan 7 A-B  (Byggnad )
280	536527 (anl)	10315-002: 315  H−sthovsgatan 9 A-B  (Byggnad )
281	603108 (anl)	10316-001: 316  Kaprifolgatan 1  (Byggnad )
281	536557 (anl)	10316-001: 316  Kaprifolgatan 1  (Byggnad )
282	536484 (anl)	10317-002: 317  Logatan 34  (Byggnad )
283	604583 (anl)	10317-001: 317  Logatan 36  (Byggnad )
283	604583 (anl)	10317-001: 317  Logatan 36  (Byggnad )
284	536485 (anl)	10317-001: 317  Logatan 36  (Byggnad )
284	536486 (anl)	10317-001: 317  Logatan 36  (Byggnad )
285	536483 (anl)	10317-004: 317  Logatan 38  (Byggnad )
286	536482 (anl)	10317-005: 317  Logatan 40  (Byggnad )
287	636279 (anl)	10321-009: 321  Betesgatan 10 A-B  (Byggnad )
288	536465 (anl)	10321-010: 321  Betesgatan 10 C-F  (Byggnad )
289	653751 (anl)	10321-001: 321  Betesgatan 2 A-C  (Byggnad )
290	653753 (anl)	10321-002: 321  Betesgatan 2 D-H  (Byggnad )
291	640480 (anl)	10321-004: 321  Betesgatan 4 A-E  (Byggnad )
292	640749 (anl)	10321-003: 321  Betesgatan 4 F-G  (Byggnad )
293	636435 (anl)	10321-005: 321  Betesgatan 6 A-B  (Byggnad )
294	636441 (anl)	10321-006: 321  Betesgatan 6 C-G  (Byggnad )
295	632190 (anl)	10321-008: 321  Betesgatan 8 A-E  (Byggnad )
296	632187 (anl)	10321-007: 321  Betesgatan 8 F-G  (Byggnad )
297	536463 (anl)	10321: 321  Palsternackan 1  (Fastighet)
297	536463 (anl)	10321: 321  Palsternackan 1  (Fastighet)
298	536442 (anl)	324 Bondegatan 12 PC (Byggnad )
298	536442 (anl)	324 Bondegatan 12 PC (Byggnad )
299	536440 (anl)	324 Bondegatan 12 PC (Byggnad )
300	536443 (anl)	10325-005: 325  Bondegatan 10 A-C  (Byggnad )
300	622925 (anl)	10325-005: 325  Bondegatan 10 A-C  (Byggnad )
301	622925 (anl)	10325-005: 325  Bondegatan 10 A-C  (Byggnad )
302	536452 (anl)	10325-001: 325  Bondegatan 2  (Byggnad )
303	536451 (anl)	10325-002: 325  Bondegatan 4 A-B  (Byggnad )
304	536448 (anl)	10325-003: 325  Bondegatan 6 A-C  (Byggnad )
304	536450 (anl)	10325-003: 325  Bondegatan 6 A-C  (Byggnad )
305	622918 (anl)	10325-003: 325  Bondegatan 6 A-C  (Byggnad )
305	622918 (anl)	10325-003: 325  Bondegatan 6 A-C  (Byggnad )
306	536445 (anl)	10325-004: 325  Bondegatan 8 A-D  (Byggnad )
306	637397 (anl)	10325-004: 325  Bondegatan 8 A-D  (Byggnad )
307	622924 (anl)	10325-004: 325  Bondegatan 8 A-D  (Byggnad )
307	622924 (anl)	10325-004: 325  Bondegatan 8 A-D  (Byggnad )
308	536419 (anl)	10326-006: 326  Allfarv−gen 61 A-B  (Byggnad )
308	536420 (anl)	10326-006: 326  Allfarv−gen 61 A-B  (Byggnad )
309	622911 (anl)	10326-006: 326  Allfarv−gen 61 A-B  (Byggnad )
309	622911 (anl)	10326-006: 326  Allfarv−gen 61 A-B  (Byggnad )
310	536423 (anl)	10326-005: 326  Allfarv−gen 63  (Byggnad )
310	536422 (anl)	10326-005: 326  Allfarv−gen 63  (Byggnad )
311	536426 (anl)	10326-004: 326  Allfarv−gen 65  (Byggnad )
311	622938 (anl)	10326-004: 326  Allfarv−gen 65  (Byggnad )
312	622938 (anl)	10326-004: 326  Allfarv−gen 65  (Byggnad )
313	622937 (anl)	10326-003: 326  Bondegatan 3 A-C  (Byggnad )
313	622937 (anl)	10326-003: 326  Bondegatan 3 A-C  (Byggnad )
314	536428 (anl)	10326-003: 326  Bondegatan 3 A-C  (Byggnad )
315	536430 (anl)	10326-002: 326  Bondegatan 5 A-B  (Byggnad )
315	622914 (anl)	10326-002: 326  Bondegatan 5 A-B  (Byggnad )
316	622914 (anl)	10326-002: 326  Bondegatan 5 A-B  (Byggnad )
317	536432 (anl)	10326-001: 326  Bondegatan 7 A-C  (Byggnad )
318	536417 (anl)	10326-007: 326  Vallgatan 4 A-C  (Byggnad )
318	622913 (anl)	10326-007: 326  Vallgatan 4 A-C  (Byggnad )
319	622913 (anl)	10326-007: 326  Vallgatan 4 A-C  (Byggnad )
320	536370 (anl)	10327-002: 327  Allfarv−gen 45-51  (Byggnad )
320	626947 (anl)	10327-002: 327  Allfarv−gen 45-51  (Byggnad )
321	626947 (anl)	10327-002: 327  Allfarv−gen 45-51  (Byggnad )
322	536369 (anl)	10327-003: 327  Skırdegatan 10-18  (Byggnad )
322	536369 (anl)	10327-003: 327  Skırdegatan 10-18  (Byggnad )
323	536367 (anl)	10327-003: 327  Skırdegatan 10-18  (Byggnad )
324	536372 (anl)	10327-001: 327  Vallgatan 1-3, Allfarv 53-55  (Byggnad )
324	626945 (anl)	10327-001: 327  Vallgatan 1-3, Allfarv 53-55  (Byggnad )
325	626945 (anl)	10327-001: 327  Vallgatan 1-3, Allfarv 53-55  (Byggnad )
326	536375 (anl)	10327-004: 327  Vallgatan 5-7 (Byggnad )
326	536374 (anl)	10327-004: 327  Vallgatan 5-7 (Byggnad )
327	626973 (anl)	10327-004: 327  Vallgatan 5-7 (Byggnad )
327	626973 (anl)	10327-004: 327  Vallgatan 5-7 (Byggnad )
328	536376 (anl)	327 Vallgatan 9-11 (Byggnad )
328	626948 (anl)	327 Vallgatan 9-11 (Byggnad )
329	626948 (anl)	327 Vallgatan 9-11 (Byggnad )
330	536362 (anl)	10328-001: 328  Allfarv−gen 37-43  (Byggnad )
330	626974 (anl)	10328-001: 328  Allfarv−gen 37-43  (Byggnad )
331	626974 (anl)	10328-001: 328  Allfarv−gen 37-43  (Byggnad )
332	536364 (anl)	10328-002: 328  Skırdegatan 2-8  (Byggnad )
332	626988 (anl)	10328-002: 328  Skırdegatan 2-8  (Byggnad )
333	626988 (anl)	10328-002: 328  Skırdegatan 2-8  (Byggnad )
334	536378 (anl)	10329-001: 329  Skırdegatan 11-15  (Byggnad )
334	626979 (anl)	10329-001: 329  Skırdegatan 11-15  (Byggnad )
335	626979 (anl)	10329-001: 329  Skırdegatan 11-15  (Byggnad )
336	536380 (anl)	10329-002: 329  Skırdegatan 17-19  (Byggnad )
337	536383 (anl)	10330-001: 330  Skırdegatan 21-25  (Byggnad )
337	536381 (anl)	10330-001: 330  Skırdegatan 21-25  (Byggnad )
338	627027 (anl)	10330-001: 330  Skırdegatan 21-25  (Byggnad )
338	627027 (anl)	10330-001: 330  Skırdegatan 21-25  (Byggnad )
339	536384 (anl)	10330-002: 330  Vallgatan 13-17  (Byggnad )
339	626991 (anl)	10330-002: 330  Vallgatan 13-17  (Byggnad )
340	626991 (anl)	10330-002: 330  Vallgatan 13-17  (Byggnad )
341	536388 (anl)	10331-001: 331  Vallgatan 19  (Byggnad )
341	536388 (anl)	10331-001: 331  Vallgatan 19  (Byggnad )
342	536386 (anl)	10331-001: 331  Vallgatan 19  (Byggnad )
343	536389 (anl)	10331-002: 331  Vallgatan 21  (Byggnad )
344	536390 (anl)	10332-001: 332  Hagav−gen 74  (Byggnad )
344	619742 (anl)	10332-001: 332  Hagav−gen 74  (Byggnad )
345	619742 (anl)	10332-001: 332  Hagav−gen 74  (Byggnad )
346	536336 (anl)	10342-001: 342  T−gtv−gen 21-23  (Byggnad )
346	536336 (anl)	10342-001: 342  T−gtv−gen 21-23  (Byggnad )
347	536333 (anl)	10342-001: 342  T−gtv−gen 21-23  (Byggnad )
348	536351 (anl)	10344-001: 344  Parkgatan 13  (Byggnad )
349	536349 (anl)	10344-003: 344  Parkgatan 15  (Byggnad )
350	536348 (anl)	10344-002: 344  T„ngringsgatan 28 A-B  (Byggnad )
350	536348 (anl)	10344-002: 344  T„ngringsgatan 28 A-B  (Byggnad )
351	536346 (anl)	10344-002: 344  T„ngringsgatan 28 A-B  (Byggnad )
352	536357 (anl)	10345-002: 345  Parkgatan 12 A-B  (Byggnad )
352	536358 (anl)	10345-002: 345  Parkgatan 12 A-B  (Byggnad )
353	536356 (anl)	10345-001: 345  Parkgatan 8 A-B  (Byggnad )
353	536356 (anl)	10345-001: 345  Parkgatan 8 A-B  (Byggnad )
354	637352 (anl)	10345-001: 345  Parkgatan 8 A-B  (Byggnad )
354	536353 (anl)	10345-001: 345  Parkgatan 8 A-B  (Byggnad )
355	637384 (anl)	10345-001: 345  Parkgatan 8 A-B  (Byggnad )
356	536324 (anl)	10346-001: 346  Engelbrektsgatan 22  (Byggnad )
356	536324 (anl)	10346-001: 346  Engelbrektsgatan 22  (Byggnad )
357	632531 (anl)	10346-002: 346  Sturegatan 21  (Byggnad )
358	536326 (anl)	10351-001: 351  Thenstedtsgatan 9 (Byggnad )
358	536326 (anl)	10351-001: 351  Thenstedtsgatan 9 (Byggnad )
359	637355 (anl)	10351-001: 351  Thenstedtsgatan 9 (Byggnad )
360	536329 (anl)	10352-001: 352  Thenstedtsgatan 5 (Byggnad )
360	536329 (anl)	10352-001: 352  Thenstedtsgatan 5 (Byggnad )
361	637917 (anl)	10352-001: 352  Thenstedtsgatan 5 (Byggnad )
362	536332 (anl)	10353-001: 353  Thenstedtsgatan 3  (Byggnad )
362	536332 (anl)	10353-001: 353  Thenstedtsgatan 3  (Byggnad )
363	637921 (anl)	10353-001: 353  Thenstedtsgatan 3  (Byggnad )
364	536501 (anl)	Garage (Utrymme)
365	204955 (anl)	Tv−ttstuga, Gıs Eriks v−g (Byggnad )
365	204955 (anl)	Tv−ttstuga, Gıs Eriks v−g (Byggnad )
366	638127 (anl)	Tv−ttstuga, Gıs Eriks v−g (Byggnad )
367	637342 (anl)	Tv−ttstuga, St„nggatan (Byggnad )
367	536239 (anl)	Tv−ttstuga, St„nggatan (Byggnad )
368	536239 (anl)	Tv−ttstuga, St„nggatan (Byggnad )
369	603200 (anl)	10145-002: T−ppgatan 34 (Byggnad )
369	603200 (anl)	10145-002: T−ppgatan 34 (Byggnad )
370	507702 (anl)	10145-002: T−ppgatan 34 (Byggnad )
370	507703 (anl)	10145-002: T−ppgatan 34 (Byggnad )
371	536489 (anl)	U: 181 Undercentral - v−rme, kv (Utrymme)
371	536489 (anl)	U: 181 Undercentral - v−rme, kv (Utrymme)
372	501884 (anl)	Uthus/V−rmecentral (Utrymme)
372	501884 (anl)	Uthus/V−rmecentral (Utrymme)
373	536197 (anl)	V−rme  central / Kometgatan (Utrymme)
373	536197 (anl)	V−rme  central / Kometgatan (Utrymme)
374	536168 (anl)	V−rme central / Planetgatan (Utrymme)
374	536168 (anl)	V−rme central / Planetgatan (Utrymme)
375	565104 (anl)	V−rmecentral i Jax skolan (Utrymme)
375	565104 (anl)	V−rmecentral i Jax skolan (Utrymme)
